1.28, 2.66, 1.61|1.28, 2.66, 1.68
1.29, 2.63, 1.55|1.28, 2.64, 1.68
1.30, 2.62, 1.51|1.30, 2.62, 1.68
1.27, 2.66, 1.65|1.28, 2.64, 1.68
1.29, 2.63, 1.58|1.28, 2.64, 1.69
1.30, 2.61, 1.55|1.29, 2.62, 1.69
1.31, 2.61, 1.51|1.30, 2.61, 1.69
1.31, 2.59, 1.46|1.30, 2.59, 1.69
1.31, 2.60, 1.45|1.30, 2.60, 1.69
1.32, 2.60, 1.43|1.30, 2.60, 1.68
1.32, 2.59, 1.43|1.31, 2.59, 1.68
1.32, 2.58, 1.42|1.31, 2.59, 1.68
1.33, 2.58, 1.43|1.31, 2.59, 1.67
1.30, 2.62, 1.53|1.30, 2.61, 1.66
1.31, 2.60, 1.50|1.30, 2.61, 1.66
1.32, 2.59, 1.47|1.31, 2.60, 1.66
1.32, 2.59, 1.44|1.31, 2.60, 1.65
1.27, 2.67, 1.60|1.30, 2.63, 1.64
1.28, 2.64, 1.55|1.29, 2.64, 1.64
1.28, 2.62, 1.51|1.28, 2.62, 1.65
1.25, 2.66, 1.65|1.25, 2.65, 1.65
1.25, 2.61, 1.58|1.24, 2.63, 1.64
1.26, 2.59, 1.54|1.23, 2.60, 1.64
1.26, 2.57, 1.53|1.23, 2.58, 1.63
1.24, 2.55, 1.60|1.22, 2.56, 1.61
1.26, 2.50, 1.58|1.23, 2.52, 1.60
1.29, 2.47, 1.54|1.24, 2.49, 1.60
1.31, 2.44, 1.51|1.26, 2.45, 1.59
1.33, 2.41, 1.48|1.28, 2.42, 1.58
1.33, 2.41, 1.53|1.30, 2.40, 1.57
1.34, 2.38, 1.54|1.32, 2.38, 1.56
1.35, 2.35, 1.54|1.34, 2.35, 1.54
1.34, 2.34, 1.61|1.35, 2.34, 1.54
1.33, 2.29, 1.57|1.35, 2.30, 1.53
1.32, 2.27, 1.59|1.34, 2.27, 1.53
1.31, 2.22, 1.58|1.33, 2.23, 1.53
1.30, 2.17, 1.58|1.31, 2.18, 1.54
1.29, 2.12, 1.60|1.30, 2.13, 1.55
1.28, 2.09, 1.59|1.29, 2.09, 1.55
1.29, 2.04, 1.59|1.28, 2.06, 1.55
1.26, 2.04, 1.64|1.26, 2.04, 1.55
1.27, 1.99, 1.64|1.26, 2.00, 1.54
1.26, 1.96, 1.64|1.26, 1.97, 1.55
1.24, 1.93, 1.71|1.24, 1.94, 1.56
1.24, 1.87, 1.68|1.24, 1.89, 1.56
1.25, 1.83, 1.73|1.23, 1.84, 1.58
1.27, 1.78, 1.73|1.24, 1.79, 1.59
1.28, 1.73, 1.74|1.26, 1.73, 1.60
1.29, 1.68, 1.72|1.28, 1.68, 1.61
1.26, 1.66, 1.77|1.28, 1.65, 1.62
1.25, 1.63, 1.81|1.27, 1.63, 1.63
1.24, 1.60, 1.86|1.26, 1.60, 1.65
1.24, 1.56, 1.90|1.25, 1.57, 1.68
1.21, 1.53, 1.92|1.23, 1.53, 1.71
1.21, 1.46, 1.90|1.21, 1.48, 1.72
1.13, 1.37, 1.77|1.17, 1.40, 1.73
1.16, 1.36, 1.85|1.15, 1.36, 1.74
1.19, 1.34, 1.90|1.16, 1.33, 1.75
1.20, 1.31, 1.98|1.17, 1.31, 1.77
1.24, 1.29, 2.01|1.20, 1.29, 1.80
1.26, 1.25, 2.03|1.22, 1.25, 1.82
1.26, 1.19, 1.97|1.23, 1.20, 1.84
1.30, 1.19, 2.02|1.26, 1.18, 1.86
1.33, 1.16, 2.06|1.29, 1.15, 1.89
1.37, 1.14, 2.09|1.33, 1.13, 1.91
1.36, 1.08, 2.04|1.35, 1.08, 1.94
1.32, 1.04, 1.93|1.34, 1.04, 1.94
1.32, 1.00, 1.91|1.34, 1.00, 1.95
1.32, 0.95, 1.89|1.34, 0.96, 1.96
1.36, 0.93, 1.97|1.35, 0.93, 1.97
1.34, 0.90, 1.90|1.35, 0.89, 1.97
1.31, 0.87, 1.84|1.33, 0.87, 1.98
1.28, 0.84, 1.79|1.31, 0.84, 1.97
1.29, 0.78, 1.82|1.29, 0.78, 1.98
1.29, 0.71, 1.83|1.28, 0.72, 1.97
1.28, 0.70, 1.85|1.27, 0.69, 1.97
1.25, 0.67, 1.78|1.25, 0.66, 1.96
1.24, 0.66, 1.75|1.24, 0.65, 1.96
1.27, 0.64, 1.76|1.24, 0.64, 1.95
1.27, 0.57, 1.81|1.26, 0.58, 1.95
1.24, 0.55, 1.71|1.24, 0.55, 1.94
1.20, 0.54, 1.65|1.21, 0.53, 1.93
1.22, 0.51, 1.67|1.21, 0.50, 1.92
1.26, 0.46, 1.77|1.23, 0.46, 1.91
1.28, 0.44, 1.78|1.26, 0.43, 1.91
1.30, 0.42, 1.75|1.27, 0.41, 1.90
1.31, 0.41, 1.77|1.29, 0.40, 1.90
