1.33, 2.59, 1.76|1.32, 2.59, 1.82
1.35, 2.56, 1.68|1.33, 2.57, 1.77
1.36, 2.55, 1.69|1.34, 2.56, 1.75
1.37, 2.52, 1.64|1.35, 2.55, 1.73
1.37, 2.54, 1.67|1.35, 2.55, 1.72
1.34, 2.56, 1.72|1.35, 2.55, 1.72
1.33, 2.56, 1.74|1.35, 2.56, 1.72
1.31, 2.59, 1.82|1.34, 2.58, 1.73
1.33, 2.55, 1.74|1.33, 2.57, 1.73
1.34, 2.53, 1.69|1.33, 2.57, 1.73
1.34, 2.55, 1.74|1.33, 2.56, 1.73
1.34, 2.54, 1.71|1.34, 2.56, 1.73
1.32, 2.54, 1.72|1.33, 2.56, 1.73
1.33, 2.52, 1.71|1.34, 2.54, 1.73
1.36, 2.50, 1.64|1.35, 2.53, 1.71
1.36, 2.49, 1.67|1.35, 2.52, 1.71
1.35, 2.48, 1.73|1.36, 2.51, 1.70
1.34, 2.45, 1.74|1.36, 2.47, 1.70
1.33, 2.40, 1.75|1.36, 2.43, 1.71
1.33, 2.37, 1.71|1.35, 2.39, 1.71
1.35, 2.32, 1.69|1.35, 2.34, 1.70
1.35, 2.27, 1.64|1.34, 2.30, 1.69
1.36, 2.22, 1.61|1.34, 2.24, 1.68
1.36, 2.17, 1.59|1.34, 2.20, 1.66
1.39, 2.13, 1.61|1.34, 2.14, 1.64
1.39, 2.07, 1.60|1.35, 2.09, 1.63
1.39, 2.04, 1.65|1.36, 2.05, 1.63
1.25, 1.92, 1.47|1.33, 1.96, 1.60
1.29, 1.89, 1.51|1.32, 1.90, 1.57
1.34, 1.84, 1.56|1.33, 1.85, 1.57
1.35, 1.82, 1.64|1.34, 1.81, 1.57
1.38, 1.77, 1.66|1.36, 1.77, 1.58
1.40, 1.74, 1.68|1.38, 1.74, 1.58
1.40, 1.71, 1.74|1.39, 1.71, 1.61
1.39, 1.66, 1.78|1.40, 1.67, 1.64
1.37, 1.61, 1.79|1.39, 1.62, 1.67
1.37, 1.58, 1.81|1.38, 1.58, 1.70
1.36, 1.53, 1.85|1.38, 1.53, 1.73
1.35, 1.50, 1.84|1.36, 1.49, 1.77
1.33, 1.48, 1.83|1.35, 1.47, 1.79
1.32, 1.45, 1.85|1.33, 1.44, 1.81
1.33, 1.40, 1.86|1.32, 1.41, 1.83
1.32, 1.38, 1.85|1.32, 1.38, 1.84
1.36, 1.35, 1.91|1.32, 1.35, 1.87
1.40, 1.31, 1.96|1.34, 1.31, 1.90
1.46, 1.29, 1.99|1.37, 1.29, 1.94
1.45, 1.28, 1.90|1.39, 1.27, 1.95
1.45, 1.23, 1.87|1.41, 1.23, 1.96
1.46, 1.22, 1.83|1.43, 1.21, 1.95
1.43, 1.20, 1.79|1.44, 1.19, 1.93
1.43, 1.16, 1.74|1.45, 1.17, 1.90
1.42, 1.13, 1.70|1.45, 1.14, 1.87
1.41, 1.09, 1.70|1.44, 1.10, 1.84
1.42, 1.05, 1.71|1.44, 1.06, 1.82
1.42, 1.01, 1.72|1.43, 1.02, 1.80
1.44, 0.97, 1.74|1.43, 0.98, 1.79
1.48, 0.94, 1.67|1.43, 0.94, 1.76
1.51, 0.92, 1.82|1.44, 0.92, 1.77
1.52, 0.87, 1.87|1.44, 0.88, 1.78
1.52, 0.83, 1.82|1.44, 0.83, 1.78
1.55, 0.80, 1.74|1.45, 0.80, 1.77
1.57, 0.77, 1.72|1.46, 0.77, 1.75
1.59, 0.73, 1.76|1.48, 0.72, 1.74
1.61, 0.70, 1.75|1.51, 0.69, 1.74
1.63, 0.68, 1.75|1.54, 0.66, 1.73
1.67, 0.68, 1.74|1.57, 0.65, 1.73
1.75, 0.67, 1.67|1.62, 0.65, 1.71
1.82, 0.66, 1.62|1.68, 0.65, 1.69
1.88, 0.66, 1.58|1.75, 0.65, 1.65
1.95, 0.67, 1.54|1.82, 0.66, 1.61
2.00, 0.65, 1.68|1.88, 0.66, 1.61
2.02, 0.63, 1.69|1.93, 0.64, 1.60
2.07, 0.61, 1.76|1.99, 0.61, 1.63
2.06, 0.59, 1.72|2.03, 0.60, 1.64
2.11, 0.59, 1.77|2.07, 0.59, 1.66
2.15, 0.60, 1.78|2.11, 0.58, 1.68
2.17, 0.60, 1.78|2.15, 0.59, 1.70
2.21, 0.59, 1.80|2.18, 0.59, 1.71
2.26, 0.60, 1.76|2.22, 0.59, 1.72
